period,region,service_group,service,cancel_topic,payment_method,order_type,cancel_type,cancel_by,total,PCT90_create_to_board,PCT90_order_to_board,PCT90_create_to_accept,PCT90_order_to_accept,PCT90_create_to_cancel,PCT90_order_to_cancel,PCT90_accept_to_cancel,PCT90_accept_to_board,PCT90_board_to_cancel
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,after_accept,supplier,2,,,,222.4,222.77,222.77,11.73,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,before_accept,user,2,,,,,89.35,89.35,,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,after_accept,admin,1,,,,0.067,16.95,16.95,16.88,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,idle,after_accept,supplier,3,,,,135.57,326.45,137.22,1.87,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,after_accept,supplier,16,,166.77,,161.45,161.68,161.68,11.52,3.87,2.2
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,before_accept,user,1,,,,,3.02,3.02,,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,idle,after_accept,admin,1,,,,87.37,868.65,223.45,136.08,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,after_accept,admin,2,,,,83.87,159.7,159.7,75.83,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,idle,after_accept,supplier,2,,175.97,,154.28,739.5,155.03,4.68,21.68,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,after_accept,supplier,29,,142.82,,174.9,178.15,178.15,13.97,1.85,2.52
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,idle,after_accept,supplier,1,,133.98,,133.97,194.88,135.07,1.1,0.017,1.08
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,idle,after_accept,supplier,1,,,,122,152.67,124.07,2.07,,
"December 1, 2025",HAN,2Ws,4H,COD is not affordable,ALL,not_idle,after_accept,supplier,5,,137.13,,132.18,141.43,141.43,17.83,4.95,13.97
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,3,,127.25,,141.4,"1,075.18",215.32,73.92,99.37,
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,14,,146.02,,103.83,"1,860.8","1,860.8","1,679.42",90.22,"4,154.7"
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,3,,41.85,,21.87,145.78,88.63,77.92,31.2,4.27
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,3,,38.65,,10.83,122.78,122.78,114.37,27.82,106.88
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,4,,78.4,,40.9,"1,134.63",132.62,91.72,67.85,20.98
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,14,,958.57,,59.2,"1,485.42","1,485.42","1,470.15",941.4,"1,406.77"
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,83,135.83,169.72,"1,976.1",120.13,"1,106.48",222.07,115.27,106.07,51.03
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,before_accept,admin,2,,,,,277.82,148.1,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,242,,194.55,,121.23,239.2,239.2,130.82,113.45,78.27
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,before_accept,admin,4,,,,,139.23,139.23,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,61,154.48,189.08,966.45,115.6,"1,020.58",216.37,115.9,142.38,73.13
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,before_accept,admin,1,,,,,"1,101.28",106.75,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,210,,206.02,,124.2,222.23,222.23,137.8,127.57,68.9
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,before_accept,admin,4,,,,,203.62,203.62,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,9,,155.15,639.08,112.67,"1,094.32",183.87,135.47,103.92,28.72
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,18,,192.35,,94.28,201.15,201.15,121.17,179.65,174.6
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,10,,173.97,122.55,52.3,973.9,190.4,126.18,150.63,59.88
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,before_accept,admin,1,,,,,156.03,,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,33,,196.32,,102.48,190.47,190.47,126.68,113.83,86.32
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,idle,after_accept,admin,17,,232.52,8.78,160.43,"1,563.8",263.68,185.13,67.95,105.8
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,after_accept,admin,54,,191.35,,135.05,277.38,277.38,213.02,149.17,350.53
"December 1, 2025",HAN,2Ws,4H,Cancel by admin,ALL,not_idle,before_accept,admin,2,,,,,197.18,197.18,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,after_accept,user,4,,70.73,,125.08,125.68,125.68,58.7,69.5,6.03
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,before_accept,user,4,,,,,140.17,140.17,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,after_accept,user,2,,100.17,,22.55,110.72,110.72,88.17,88.55,18.93
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,before_accept,user,4,,,,,277.45,277.45,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,idle,before_accept,user,1,,,,,245.35,116.15,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,after_accept,user,4,,337.7,,214.63,266.88,266.88,52.25,123.07,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,before_accept,user,22,,,,,148.33,148.33,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,after_accept,admin,1,,,,5.92,50.25,50.25,44.33,,
"December 1, 2025",HAN,2Ws,4H,Cancel by partner,ALL,not_idle,before_accept,user,20,,,,,98.95,98.95,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,8,,127.63,130.07,296.2,"1,265.58",314.35,68.47,124.93,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,29,,247.45,,145.35,217.88,217.88,172.03,193.37,5.68
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,user,1,,243.05,,86.43,171.15,89.98,3.55,156.62,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,user,4,,,,,197.85,55.08,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,user,4,,96.63,,155.02,277.52,277.52,122.5,89.63,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,before_accept,user,16,,,,,92.55,92.55,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,1,,,,120.5,228.42,122.55,2.05,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,7,,196.28,,147.78,284.3,284.3,221.48,122.05,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,1,,1.53,99.38,,177.32,,77.93,165.67,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,22,,197.33,,163.98,217.68,217.68,109.75,126.25,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,admin,9,,,,,"1,301.18",330.05,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,before_accept,admin,2,,,,,240.05,240.05,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,115,182.07,295.9,834.23,179.93,"1,019.72",268.7,107.78,194.1,291.73
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,459,,257.7,,177.62,236.67,236.67,104.15,159.53,112.2
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,user,1,,129.78,,92.68,309.5,145.73,53.05,37.1,15.95
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,user,2,,,,,201.73,98.35,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,user,18,,191.47,,180.2,256.35,256.35,92.68,86.53,155.3
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,before_accept,user,47,,,,,90.83,90.83,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,admin,10,,,,,"1,295.2",330.05,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,before_accept,admin,4,,,,,300.08,300.08,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,65,,222.05,162.78,143.07,933.87,181.17,82.23,174.12,56.28
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,349,,246.35,,174.12,235.9,235.9,111.08,147.13,152.97
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,user,1,,,,118.05,480.02,164.75,46.7,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,user,1,,,,,67.78,,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,user,9,,169.32,,211.35,215.87,215.87,72.1,70.43,1.67
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,before_accept,user,22,,,,,180.13,180.13,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,admin,2,,,,,827.8,330.07,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,8,220.72,245.15,123.42,140.53,239.27,180.18,105.38,212.1,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,28,,230.28,,164.18,263.35,263.35,123.15,103.47,24.4
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,user,1,,,,262.37,270.98,270.98,8.62,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,admin,2,,,,,857.18,270.05,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,13,,181.87,81.25,100.6,782.55,146.35,81.3,186.85,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,22,,225.67,,153.05,169.78,169.78,76.07,134.13,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,before_accept,admin,4,,,,,"1,032.25",270.1,,,
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,idle,after_accept,supplier,15,,277.8,95.23,166.55,"1,004.58",261.67,122.13,202.5,14.88
"December 1, 2025",HAN,2Ws,4H,Cancel by user no reason,ALL,not_idle,after_accept,supplier,72,,242.78,,135.9,197.07,197.07,93.92,160.27,152.02
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,4,,170.63,135.52,,137.35,,5.88,256.05,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,10,,251.25,142.88,129.1,216.18,147.88,37.53,220.52,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,41,,191.8,,114.12,131.77,131.77,54.2,131.55,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,1,,,34.45,,38.62,,4.17,,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,1,,47.98,,15.18,17.95,17.95,2.77,32.8,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,1,,130.1,"2,596.1",,"2,611.63",,15.53,160.62,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,9,,440.45,,154.77,175.67,175.67,75.62,285.68,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,1,,,140.67,,141.92,,1.25,,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,2,,152.52,,114.62,116.83,116.83,2.22,78.5,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,7,,92.68,128.1,25.28,506.47,95.97,89,108.28,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,15,,230.78,,121.4,159.65,159.65,38.67,168.68,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,user,1,,85.32,,34.07,45.17,45.17,11.1,51.25,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,46,182.07,214.32,134.85,8.48,155.48,16.62,18.63,252.48,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,24,,267.25,,132.13,133.78,133.78,14.85,194.2,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,124,158.27,222.15,199.77,165.4,925.07,188.38,99.48,209.23,227.7
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,396,,237.27,,145.32,187.48,187.48,80.95,170,163.57
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,user,1,,237.63,,89.47,826.33,96.97,7.5,148.17,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,user,2,,133.22,,129.43,149.05,149.05,19.62,3.78,15.83
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,34,129.05,184.88,186.1,81.25,677.43,136.53,10.65,260.45,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,22,,258.32,,147.08,159.97,159.97,18.33,232.97,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,100,190.82,215.73,648.02,143.9,907.32,176.27,49.85,196.37,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,346,,231.17,,150.32,178.07,178.07,83.45,157.2,10.28
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,user,3,,200.87,,120.67,123.22,123.22,19.75,194.3,4.53
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,4,,221.22,121.02,7.85,742.53,9.82,13,213.37,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,2,,244.32,,85.92,89.48,89.48,3.57,158.4,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,12,,401.28,206.42,120.88,741.78,122.42,82.88,474.08,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,44,,237.22,,147.9,161.7,161.7,78.78,164.77,34.12
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,11,107.82,193.62,455.88,88.88,510.85,92.93,6.77,213.17,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,7,,237.7,,109.87,113.27,113.27,8.45,174.42,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,16,,169.8,655.2,120.53,742.53,121.62,65.32,131.88,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,46,,185.65,,125.5,141.48,141.48,53.68,142.4,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,admin,9,135.67,140.73,136.68,,153.3,,19.23,216.28,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,admin,7,,257.15,,128.12,135.98,135.98,13.47,136.57,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,supplier,28,,110.9,125.37,151.93,735.47,266.27,123.68,166.08,30.12
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,supplier,104,,204.92,,135.03,165.13,165.13,76.12,159.12,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,idle,after_accept,user,1,,142.42,11.22,,17.1,,5.88,191.4,
"December 1, 2025",HAN,2Ws,4H,Cannot contact user,ALL,not_idle,after_accept,user,1,,145.25,,121.53,124.12,124.12,2.58,23.72,
"December 1, 2025",HAN,2Ws,4H,Driver ask for extra fee,ALL,not_idle,after_accept,admin,1,,123.85,,0.033,132.05,132.05,132.02,123.82,8.2
"December 1, 2025",HAN,2Ws,4H,Driver ask for extra fee,ALL,not_idle,after_accept,admin,4,,160.57,,149.77,168.33,168.33,49.5,24.98,7.77
"December 1, 2025",HAN,2Ws,4H,Driver ask for extra fee,ALL,not_idle,after_accept,admin,1,,199.67,,180.3,206.87,206.87,26.57,19.37,7.2
"December 1, 2025",HAN,2Ws,4H,Driver ask for extra fee,ALL,not_idle,after_accept,admin,1,,41.57,,7.48,56.7,56.7,49.22,34.08,15.13
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,4,,,,123.25,185.37,185.37,62.12,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,after_accept,user,1,,95.72,150.53,,154.28,,3.75,119.27,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,user,1,,,,156.83,159.7,159.7,2.87,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,before_accept,user,2,,,,,31.78,31.78,,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,5,,433.57,,73.47,325.22,325.22,251.75,360.1,18.28
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,after_accept,admin,1,,39.7,,28.08,127.15,53.77,25.68,11.62,14.07
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,before_accept,admin,1,,,,,146.83,,,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,29,,185.8,,165.2,247.57,247.57,179.75,162.3,32.08
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,user,4,,17.87,,128.02,138.32,138.32,10.3,13.47,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,after_accept,admin,3,,79.53,,108.43,967.97,144.43,84.1,48.33,0.52
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,before_accept,admin,2,,,,,266.05,147.43,,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,22,,175.95,,145.13,232.42,232.42,127.97,91.7,36.9
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,before_accept,admin,1,,,,,143.48,143.48,,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,after_accept,user,1,,,,15.25,90.78,24.2,8.95,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,user,4,,129.98,,125.65,130.88,130.88,5.23,4.33,0.9
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,2,,17.87,,24.88,112.22,112.22,104.45,10.1,94.35
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,after_accept,admin,2,,94.17,,71.07,819.33,111.05,84.9,38.07,46.83
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,before_accept,admin,1,,,,,197.95,,,,
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,6,,87.12,,103.75,537.58,537.58,433.83,58.12,36.45
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,idle,after_accept,admin,4,,81.92,,102.22,"1,553.48",221.05,118.83,80.75,111.82
"December 1, 2025",HAN,2Ws,4H,Driver asked to cancel,ALL,not_idle,after_accept,admin,8,,97.02,,220.87,250.1,250.1,91.82,47.83,34.37
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,admin,4,,194.95,,150.63,229.37,229.37,188.13,80.83,34.42
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,before_accept,admin,1,,,,,181.93,181.93,,,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,user,1,,,,33.33,38.78,38.78,5.45,,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,idle,after_accept,admin,1,,130.1,,97.13,"2,760.98",134.37,37.23,32.97,4.27
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,user,1,,44.68,,35.92,50.73,50.73,14.82,8.77,6.05
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,idle,after_accept,admin,1,,54.72,,41.08,727.08,57.47,16.38,13.63,2.75
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,admin,3,,66.17,,131.12,154.73,154.73,27.77,25.82,5.45
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,idle,after_accept,user,1,,,160.88,,170.2,,9.32,,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,user,4,,32.58,,220.18,220.4,220.4,18.37,8.05,3.12
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,admin,6,,312.62,,213.3,317.32,317.32,104.02,99.32,80.13
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,before_accept,admin,1,,,,,110.4,110.4,,,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,idle,after_accept,user,1,,,,130.5,417.57,150.13,19.63,,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,user,3,,71.95,,10.3,16.53,16.53,6.23,61.65,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,admin,1,,,,217.32,217.72,217.72,0.4,,
"December 1, 2025",HAN,2Ws,4H,Driver has bad behavior,ALL,not_idle,after_accept,user,3,,,,128.63,131.48,131.48,12.47,,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,8,,203.23,103.98,131.25,843.33,134.9,71.12,102.45,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,72,,197.93,,158.13,208.17,208.17,56.37,149.35,19.65
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,2,,112.47,,60.62,969.5,66.63,6.02,51.85,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,12,,272.98,,132.97,134.8,134.8,3.62,253.25,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,9,,231.45,35.48,116.65,869.1,118.1,98.72,158.67,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,50,,195.23,,127.32,139.28,139.28,34.88,122.68,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,admin,5,,188.32,,115.8,128.17,128.17,19.15,182.97,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,147,247.22,252.17,185.45,148.7,932.12,181.47,61.6,192.93,"8,721.82"
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,683,,236.07,,158.6,205.97,205.97,71.77,154.98,484.33
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,admin,1,,,1,,1.32,,0.32,,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,admin,4,,176.88,,103.53,104.78,104.78,3.67,86.73,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,120,746.73,202.05,170.17,140.53,927.2,168.33,52.6,144.5,"1,237.55"
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,604,,231.43,,151.23,191.28,191.28,63.62,153.55,"2,718.05"
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,16,,172.38,123.5,181.13,599.17,183.13,24,166.1,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,85,,211.07,,153.2,190.37,190.37,84.37,158.23,200.37
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,admin,1,,197.35,,13.77,15.38,15.38,1.62,183.58,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,25,,157.37,158.67,150.67,"1,027.3",165.42,53.6,155.27,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,84,,218.13,,140.83,210.93,210.93,53.15,129.92,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,admin,1,,162.13,,9.97,18.72,18.72,8.75,152.17,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,idle,after_accept,supplier,27,,169.58,129.18,121.82,770.8,188.85,45.58,196.25,
"December 1, 2025",HAN,2Ws,4H,Driver is not ready,ALL,not_idle,after_accept,supplier,160,,217.18,,146.55,176.48,176.48,78.9,171.87,191.43
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,idle,after_accept,admin,1,,,,21.02,949.35,77.05,56.03,,
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,not_idle,after_accept,admin,10,,106.85,,111.25,287.43,287.43,180.15,69.52,9.73
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,not_idle,after_accept,admin,2,,193.47,,96.95,204.3,204.3,107.35,96.52,10.83
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,idle,after_accept,admin,1,,,,90.6,730.55,155.42,64.82,,
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,not_idle,after_accept,admin,14,,246.45,,149.37,456.22,456.22,247.43,97.08,21.75
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,idle,after_accept,admin,13,,148.32,57.33,81.37,935.47,169.05,153.43,126.9,40.47
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,not_idle,after_accept,admin,85,,274.42,,171.12,272.9,272.9,155.42,144.67,56.88
"December 1, 2025",HAN,2Ws,4H,Driver late boarding,ALL,not_idle,before_accept,admin,3,,,,,283.68,283.68,,,
